AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,label
1.355825864276569148e-01,1.100640204865556138e-01,4.974775928297056060e-01,5.862996158770803629e-02,6.798975672215106132e-03,1.895006402048655600e-02,5.822023047375164684e-02,7.419334186939826603e-01,9.624071702944949624e-01,6.241741357234318333e-01,2.846478873239435825e-01,5.839308578745195932e-01,1.561843790012802380e-01,8.131882202304739626e-02,5.410371318822024822e-01,7.727912932138291113e-01,1.905633802816904809e-01,2.432778489116517173e-01,3.854033290653008925e-01,6.632522407170294843e-01,7.810499359795133878e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.481434058898847717e-02,2.048655569782330266e-01,2.010243277848911547e-01,1.741357234314980795e-01,3.341869398207426567e-01,1.907810499359795242e-01,8.834827144686299705e-02,5.710627400768245598e-01,3.303457106274007571e-01,1.280409731113956451e-01,3.969270166453264803e-02,1.984635083226632402e-01,1.000000000000000000e+00
1.764566929133858375e-01,1.562204724409449463e-01,9.038582677165354351e-01,5.291338582677164448e-02,3.456692913385826793e-02,1.881102362204723766e-01,1.691338582677165692e-01,4.062992125984252745e-01,1.372440944881889724e-01,4.672440944881889324e-01,6.952755905511809331e-01,1.490708661417322611e+00,5.213385826771653742e-01,1.367716535433070313e-01,5.874015748031494732e-01,8.179527559055117525e-01,2.630708661417323069e-01,1.102362204724409434e-01,5.984251968503937480e-01,6.062992125984252301e-01,4.724409448818897572e-02,0.000000000000000000e+00,9.448818897637795144e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.834645669291338543e-01,2.834645669291338543e-01,5.039370078740157410e-01,4.094488188976377896e-01,7.874015748031495954e-03,6.299212598425196763e-02,1.574803149606299191e-01,4.724409448818897572e-02,4.724409448818897572e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.038541666666667529e-01,1.740625000000000089e-01,3.297916666666665386e-01,3.885416666666666879e-02,5.958333333333331455e-02,4.906250000000000194e-02,7.458333333333330706e-02,3.080208333333333548e-01,1.181249999999999661e-01,2.996875000000000511e-01,4.450000000000000067e-01,1.136874999999999858e+00,5.316666666666666208e-01,1.589583333333332849e-01,6.529166666666668117e-01,1.262812499999999671e+00,1.417708333333333182e-01,9.375000000000000000e-02,2.604166666666666852e-01,5.833333333333333703e-01,2.708333333333333148e-01,0.000000000000000000e+00,1.354166666666666574e-01,3.229166666666666852e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.083333333333333426e-01,3.645833333333333148e-01,3.437500000000000000e-01,2.604166666666666852e-01,6.250000000000000000e-02,2.083333333333333426e-01,1.250000000000000000e-01,0.000000000000000000e+00,4.583333333333333148e-01,1.000000000000000000e+00
2.850913242009134874e-01,1.366780821917808475e-01,1.098458904109590017e+00,6.257990867579910077e-02,4.166666666666667476e-03,8.721461187214613053e-02,1.262557077625570678e-01,3.216552511415530224e-01,1.661986301369862695e-01,4.264840182648407113e-02,4.528881278538812727e-01,1.702351598173516001e+00,3.477968036529682228e-01,8.560502283105021759e-02,7.783105022831046105e-01,1.343972602739722744e+00,1.757762557077624799e-01,2.842465753424657793e-01,4.760273972602739878e-01,8.059360730593607691e-01,2.146118721461187095e-01,0.000000000000000000e+00,9.132420091324200406e-02,1.369863013698630061e-02,3.082191780821917637e-02,2.054794520547945091e-02,5.136986301369862729e-02,4.634703196347031984e-01,4.566210045662100203e-01,2.739726027397260122e-01,3.767123287671232668e-02,2.454337899543378998e-01,2.648401826484018118e-01,2.168949771689497596e-02,3.390410958904109817e-01,1.000000000000000000e+00
4.015151515151514916e-01,1.453939393939392977e-01,2.530303030303030498e-01,1.825151515151515191e-01,2.872121212121211964e-01,3.884242424242423386e-01,1.101212121212122169e-01,3.659393939393937867e-01,2.031515151515152218e-01,4.075151515151512194e-01,5.408484848484849117e-01,1.461666666666666892e+00,4.030303030303032941e-01,2.786666666666665626e-01,6.101212121212119532e-01,9.599393939393942032e-01,2.141818181818181122e-01,2.666666666666666630e-01,3.060606060606060330e-01,6.212121212121212155e-01,4.696969696969697239e-01,2.090909090909090773e-01,5.151515151515151381e-02,1.787878787878788012e-01,1.090909090909090856e-01,9.696969696969696961e-02,5.454545454545454142e-01,4.060606060606060663e-01,2.030303030303030332e-01,1.515151515151515194e-01,3.242424242424242209e-01,8.484848484848485362e-02,1.303030303030303094e-01,9.696969696969696961e-02,4.727272727272727182e-01,1.000000000000000000e+00
2.166666666666666186e-01,1.014074074074073906e-01,5.310370370370368631e-01,6.614814814814816424e-02,1.927407407407407403e-01,2.889629629629629215e-01,6.474074074074073759e-02,3.414814814814816635e-01,3.291851851851852473e-01,4.111111111111111494e-01,2.200740740740740609e-01,7.626666666666667149e-01,1.432592592592593084e-01,1.307407407407407129e-01,5.705925925925924291e-01,6.683703703703702814e-01,1.346666666666666290e-01,1.185185185185185230e-01,3.037037037037036979e-01,2.370370370370370461e-01,8.888888888888889228e-02,2.222222222222222307e-02,4.444444444444444614e-02,0.000000000000000000e+00,1.851851851851851749e-01,0.000000000000000000e+00,3.703703703703703498e-01,4.074074074074073848e-01,1.629629629629629761e-01,3.703703703703703498e-02,2.074074074074074014e-01,4.222222222222222210e-01,2.148148148148148195e-01,2.962962962962963076e-02,1.037037037037037007e-01,1.000000000000000000e+00
5.951616266944733669e-01,9.886339937434827918e-02,5.295828988529719394e-01,1.228050052137644177e-01,1.775286757038582464e-01,6.307924921793529593e-01,1.302815432742440993e-01,6.057247132429608438e-01,4.458706986444211928e-01,4.108237747653801231e-01,2.853180396246091099e-01,8.845046923879027467e-01,1.741397288842543301e-01,2.355265901981228038e-01,5.233785192909280459e-01,8.352033368091771326e-01,1.486757038581854873e-01,3.409801876955161903e-01,1.053180396246089640e-01,7.726798748696558361e-01,2.867570385818560830e-01,9.280500521376433554e-02,6.777893639207507870e-02,1.762252346193952102e-01,4.233576642335766249e-01,2.836287799791449293e-01,3.295099061522419048e-01,3.806047966631908031e-01,8.133472367049009166e-02,3.837330552659019567e-01,4.483837330552659095e-02,2.867570385818560830e-01,1.929092805005213629e-01,3.138686131386861367e-01,3.733055265901981112e-01,1.000000000000000000e+00
1.518394648829430316e-01,1.454180602006689138e-01,7.418729096989961080e-01,1.032441471571906300e-01,1.790301003344481334e-01,7.963210702341136371e-02,1.171237458193979813e-01,4.465886287625419060e-01,1.493979933110367586e-01,2.963210702341138592e-01,4.636454849498325981e-01,1.032006688963210683e+00,2.665886287625418571e-01,1.049832775919731925e-01,5.637458193979938414e-01,7.566555183946486185e-01,2.084615384615384759e-01,2.876254180602006438e-01,4.548494983277591719e-01,7.491638795986621524e-01,6.354515050167224011e-02,1.070234113712374563e-01,6.354515050167224011e-02,2.173913043478260809e-01,2.006688963210702392e-02,5.351170568561872815e-02,2.709030100334448021e-01,4.448160535117056669e-01,3.311036789297658878e-01,3.578595317725752345e-01,4.347826086956521618e-02,8.695652173913043237e-02,8.361204013377926403e-02,9.364548494983276905e-02,3.712374581939799079e-01,1.000000000000000000e+00
3.693783303730017731e-01,1.618650088809946708e-01,3.718117229129665469e-01,5.571936056838365514e-02,2.589698046181171734e-02,4.740142095914733344e-01,1.580817051509768312e-01,2.127708703374778798e-01,1.642984014209593058e-01,3.850444049733567908e-01,5.668561278863232245e-01,6.792539964476022041e-01,2.482593250444048438e-01,2.887921847246892604e-01,4.798934280639428618e-01,4.382948490230910710e-01,1.542984014209590471e-01,4.085257548845470654e-01,6.287744227353463389e-01,8.063943161634102852e-01,7.815275310834814138e-02,1.598579040852575461e-02,3.055062166962699832e-01,2.255772646536411963e-01,5.683836589698046393e-02,6.571936056838366402e-02,3.499111900532859698e-01,2.309058614564831191e-01,1.492007104795737005e-01,1.953818827708703465e-01,9.591474245115452768e-02,8.170515097690941864e-02,7.992895204262877307e-02,7.104795737122557298e-02,2.095914742451154555e-01,1.000000000000000000e+00
3.584033613445379296e-01,1.280672268907562805e-01,2.429411764705881882e-01,9.680672268907561384e-02,7.403361344537813526e-02,1.973949579831932311e-01,2.022689075630251798e-01,1.112605042016806406e-01,1.063865546218487196e-01,2.366386554621848493e-01,5.794957983193279594e-01,1.286302521008403144e+00,6.336134453781507858e-01,1.354621848739495926e-01,7.153781512605044135e-01,1.167899159663865927e+00,2.524369747899160021e-01,2.773109243697479132e-01,3.781512605042016695e-01,1.764705882352941291e-01,4.453781512605042292e-01,0.000000000000000000e+00,2.521008403361344602e-02,1.176470588235294101e-01,0.000000000000000000e+00,5.042016806722689204e-02,1.260504201680672232e-01,9.243697478991597105e-02,3.109243697478991653e-01,4.369747899159663884e-01,6.722689075630251809e-02,6.722689075630251809e-02,1.260504201680672232e-01,0.000000000000000000e+00,1.176470588235294101e-01,1.000000000000000000e+00
1.139999999999999902e-01,1.829999999999999960e-01,7.620000000000000384e-02,3.820000000000000479e-02,2.140000000000000235e-02,0.000000000000000000e+00,3.940000000000000446e-02,1.505999999999999561e-01,2.835999999999999632e-01,3.033999999999999475e-01,1.467999999999999861e-01,3.048000000000001264e-01,7.500000000000001110e-02,1.199999999999999817e-01,3.775999999999999912e-01,2.666000000000000592e-01,8.280000000000001248e-02,1.600000000000000033e-01,0.000000000000000000e+00,1.199999999999999956e-01,2.399999999999999911e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00,6.600000000000000311e-01,1.199999999999999956e-01,2.800000000000000266e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.400000000000000133e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.200000000000000011e-01,1.000000000000000000e+00
3.849523809523808793e-01,1.757142857142856007e-01,3.966666666666668339e-01,5.066666666666665153e-02,1.455238095238095275e-01,4.154761904761904989e-01,1.761904761904762029e-01,3.739047619047619064e-01,2.125714285714285778e-01,7.169047619047618225e-01,3.061428571428571055e-01,8.495238095238104581e-01,2.782380952380952843e-01,1.084285714285714297e-01,7.758095238095237267e-01,8.266190476190479197e-01,2.087142857142857411e-01,3.285714285714285698e-01,6.809523809523809756e-01,6.285714285714285587e-01,2.714285714285714080e-01,2.857142857142857054e-02,1.666666666666666574e-01,2.523809523809523725e-01,1.714285714285714302e-01,7.619047619047619735e-02,4.666666666666666741e-01,2.761904761904762085e-01,4.333333333333333481e-01,4.619047619047619291e-01,4.285714285714285754e-02,2.714285714285714080e-01,1.904761904761904656e-01,6.666666666666666574e-02,3.714285714285714413e-01,1.000000000000000000e+00
3.430967741935482263e-01,1.545806451612902754e-01,3.251612903225806761e-01,3.858064516129031118e-02,5.322580645161289342e-02,3.934193548387097117e-01,1.092903225806451523e-01,2.440645161290322107e-01,1.333548387096773757e-01,1.822580645161290258e-01,6.278709677419354040e-01,9.340000000000002744e-01,3.554193548387097890e-01,3.243870967741935285e-01,6.710967741935481845e-01,1.194451612903226101e+00,2.190967741935483382e-01,3.096774193548387233e-01,3.354838709677419595e-01,1.870967741935483930e-01,2.064516129032258063e-01,2.580645161290322578e-02,1.032258064516129031e-01,3.225806451612903136e-02,0.000000000000000000e+00,5.806451612903226062e-02,7.741935483870968082e-02,5.677419354838709742e-01,4.258064516129032029e-01,5.806451612903226200e-01,2.516129032258064280e-01,9.032258064516128504e-02,1.741935483870967749e-01,1.354838709677419484e-01,1.935483870967741882e-01,1.000000000000000000e+00
3.430805687203792309e-01,1.354028436018957782e-01,4.502843601895732406e-01,1.341706161137440900e-01,3.323222748815164995e-01,9.426540284360189481e-02,2.472511848341232554e-01,7.048815165876773925e-01,2.247867298578199724e-01,9.439810426540286015e-01,5.857819905213270673e-01,1.378625592417060730e+00,4.225592417061612149e-01,2.182464454976303925e-01,5.606161137440759390e-01,8.111374407582943036e-01,1.885781990521326612e-01,1.516587677725118599e-01,3.886255924170616272e-01,7.014218009478673244e-01,3.791469194312796498e-02,2.938388625592416870e-01,9.478672985781989857e-02,3.554502369668246509e-01,8.056872037914691864e-02,1.895734597156398249e-02,3.127962085308056972e-01,6.066350710900474397e-01,3.175355450236966859e-01,3.791469194312795943e-01,1.184834123222748836e-01,2.654028436018957549e-01,1.753554502369668311e-01,0.000000000000000000e+00,4.691943127962085458e-01,1.000000000000000000e+00
2.231250000000000178e-01,4.687500000000000000e-02,2.000000000000000389e-01,1.937499999999999986e-02,8.625000000000002109e-02,1.000000000000000021e-02,5.375000000000000611e-02,3.512499999999998956e-01,2.500000000000000052e-03,1.593750000000000444e-01,7.187500000000000833e-02,1.381249999999999867e+00,1.774999999999999911e-01,2.012499999999999567e-01,4.662499999999999978e-01,5.556249999999999245e-01,9.562499999999998779e-02,1.875000000000000000e-01,6.250000000000000000e-01,6.875000000000000000e-01,5.000000000000000000e-01,1.875000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.875000000000000000e-01,5.000000000000000000e-01,3.125000000000000000e-01,0.000000000000000000e+00,6.250000000000000000e-02,1.250000000000000000e-01,0.000000000000000000e+00,1.250000000000000000e-01,1.000000000000000000e+00
2.298913043478259532e-01,1.437137681159420255e-01,2.859239130434781395e-01,1.511956521739130366e-01,1.037681159420289628e-01,2.562681159420289734e-01,4.954710144927537696e-02,5.502898550724636406e-01,3.545471014492753703e-01,2.571014492753624925e-01,4.179166666666669361e-01,1.277644927536230934e+00,2.379710144927537074e-01,2.980797101449272901e-01,6.765760869565222713e-01,7.927717391304353045e-01,1.846014492753623448e-01,9.057971014492753603e-02,3.315217391304347561e-01,5.561594202898550998e-01,2.771739130434782705e-01,7.246376811594202987e-03,1.068840579710144956e-01,2.717391304347825942e-01,1.920289855072463692e-01,1.413043478260869457e-01,1.304347826086956486e-01,4.456521739130434590e-01,3.242753623188405765e-01,2.028985507246376940e-01,1.793478260869565133e-01,2.735507246376811530e-01,2.753623188405797118e-01,2.445652173913043514e-01,4.528985507246376940e-01,1.000000000000000000e+00
2.683315276273027794e-01,1.243878656554713164e-01,1.882665222101841118e-01,1.045178764897075480e-01,4.843120260021667733e-01,3.073997833152768422e-01,5.542795232936077038e-02,4.616359696641385013e-01,4.474431202600213098e-01,5.508017334777901564e-01,1.511809317443120193e-01,6.126760563380274638e-01,1.156229685807150798e-01,1.121560130010834377e-01,6.082123510292518631e-01,5.883098591549291712e-01,1.518526543878655766e-01,1.224268689057421422e-01,3.315276273022751963e-01,7.800650054171180681e-02,6.598049837486457125e-01,3.770314192849404389e-01,2.448537378114842844e-01,0.000000000000000000e+00,7.193932827735645130e-01,4.507042253521126862e-01,5.622968580715059783e-01,1.560130010834236136e-01,2.936078006500541515e-01,1.050920910075839598e-01,6.067172264355362721e-01,2.838569880823402225e-01,1.300108342361863401e-01,0.000000000000000000e+00,2.860238353196099537e-01,1.000000000000000000e+00
3.141081703107014289e-01,1.567203682393555897e-01,4.788492520138088460e-01,6.337169159953971731e-02,7.997698504027617519e-03,6.630609896432682060e-02,9.345224395857308630e-02,3.924856156501728699e-01,9.286536248561570728e-02,5.757537399309547999e-01,2.945914844649021314e-01,1.066271576524740139e+00,1.542117376294591669e-01,1.704142692750288124e-01,6.225201380897578129e-01,5.997928653624854389e-01,3.049482163406215807e-01,1.714614499424625960e-01,6.064441887226696970e-01,6.800920598388953131e-01,1.829689298043728485e-01,8.055235903337169823e-03,1.841196777905638668e-02,3.682393555811277336e-02,6.904487917146144571e-03,4.948216340621403725e-02,6.616800920598389091e-01,2.577675489067894343e-01,3.947065592635212727e-01,1.024165707710011503e-01,2.220943613348676515e-01,1.898734177215190000e-01,4.257767548906789268e-02,4.257767548906789268e-02,3.360184119677790404e-01,1.000000000000000000e+00
2.169892473118280041e-01,1.466532258064515426e-01,5.197849462365589090e-01,9.874999999999992117e-02,3.589650537634402339e-01,2.957930107526881569e-01,1.158736559139784683e-01,8.643817204301076917e-02,5.049731182795702544e-02,1.514112903225806606e-01,3.815188172043009751e-01,7.300403225806451069e-01,1.468817204301077206e-01,3.431586021505375061e-01,6.465322580645157524e-01,6.985483870967739151e-01,1.866801075268818555e-01,3.776881720430107503e-01,5.860215053763441206e-01,5.927419354838709964e-01,1.357526881720430012e-01,4.341397849462365621e-01,1.962365591397849385e-01,4.435483870967742159e-02,1.209677419354838676e-02,4.973118279569892219e-02,5.080645161290322509e-01,2.096774193548387177e-01,1.102150537634408595e-01,4.435483870967742159e-02,0.000000000000000000e+00,3.024193548387096864e-01,2.419354838709677491e-01,2.956989247311828106e-02,3.225806451612903136e-01,1.000000000000000000e+00
2.965333333333333155e-01,8.466666666666666785e-02,3.092000000000000859e-01,4.773333333333333595e-02,3.412000000000001143e-01,3.983999999999999764e-01,9.666666666666663688e-02,2.562666666666666981e-01,3.622666666666667368e-01,1.438933333333332953e+00,7.466666666666664509e-02,3.827999999999999736e-01,8.520000000000001183e-02,1.773333333333333428e-01,1.011199999999999211e+00,2.439999999999999669e-01,1.743999999999999717e-01,3.599999999999999867e-01,3.599999999999999867e-01,3.599999999999999867e-01,5.066666666666667096e-01,1.600000000000000033e-01,8.533333333333333881e-01,3.466666666666666785e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.466666666666666563e-01,5.333333333333333676e-02,2.533333333333333548e-01,8.000000000000000167e-02,2.533333333333333548e-01,3.333333333333333148e-01,1.600000000000000033e-01,0.000000000000000000e+00,4.000000000000000222e-01,1.000000000000000000e+00
2.188539325842696615e-01,2.104719101123595504e-01,1.882022471910111960e-01,1.378651685393258164e-01,1.089438202247190457e-01,7.325842696629215889e-02,5.833707865168540063e-02,5.375730337078648002e-01,1.428539325842696217e-01,2.196179775280899804e-01,4.334831460674155590e-01,5.761123595505619477e-01,2.888764044943821774e-01,2.057977528089888486e-01,6.496853932584272240e-01,6.548539325842691605e-01,2.496404494382022110e-01,3.258426966292135019e-01,3.438202247191011196e-01,1.415730337078651702e-01,5.438202247191010752e-01,8.314606741573034310e-02,7.191011235955056813e-02,1.191011235955056202e-01,2.224719101123595610e-01,5.842696629213483400e-02,1.460674157303370746e-01,3.348314606741573107e-01,1.977528089887640450e-01,3.752808988764044784e-01,1.483146067415730407e-01,3.685393258426966079e-01,1.280898876404494291e-01,4.269662921348314766e-02,4.134831460674157078e-01,1.000000000000000000e+00
2.263934426229508023e-01,1.604918032786885052e-01,5.777049180327868960e-01,1.049180327868852597e-01,1.852459016393442903e-02,8.508196721311474253e-02,1.121311475409836195e-01,1.611475409836065631e-01,1.013114754098360659e-01,9.639344262295081178e-02,2.531147540983606503e-01,1.132459016393442486e+00,4.808196721311476241e-01,1.659016393442623027e-01,3.378688524590163778e-01,1.025409836065573232e+00,1.163934426229508573e-01,9.836065573770491621e-02,8.196721311475409222e-02,5.901639344262294973e-01,8.196721311475409222e-02,0.000000000000000000e+00,2.459016393442622905e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.196721311475409222e-02,2.622950819672131284e-01,3.278688524590163689e-01,1.475409836065573743e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.967213114754098324e-01,1.000000000000000000e+00
2.530837004405285806e-01,2.343612334801762620e-01,2.864757709251100071e-01,9.008810572687224461e-02,1.824669603524228523e-01,1.003259911894272438e+00,8.511013215859034031e-02,6.436563876651987259e-01,1.020264317180616526e-01,1.514008810572687214e+00,4.191629955947137054e-01,7.973568281938321345e-01,2.940088105726873513e-01,2.361674008810572267e-01,6.053303964757709155e-01,9.608370044052862990e-01,5.286784140969162937e-01,2.378854625550660684e-01,3.259911894273127553e-01,7.488986784140969633e-01,2.158590308370044175e-01,0.000000000000000000e+00,5.286343612334801767e-01,1.101321585903083655e-01,1.762114537444934084e-02,1.762114537444934084e-02,6.255506607929515184e-01,6.872246696035242408e-01,1.938325991189427389e-01,2.555066079295154058e-01,4.052863436123347873e-01,2.907488986784140805e-01,2.378854625550660684e-01,5.726872246696035340e-02,2.070484581497797349e-01,1.000000000000000000e+00
1.376315789473684381e-01,8.999999999999999667e-02,1.531578947368420762e-01,4.407894736842104394e-02,1.615789473684210720e-01,4.342105263157895398e-03,5.749999999999997474e-02,1.631578947368420851e-01,6.514473684210525528e-01,1.056315789473684319e+00,4.973684210526314875e-02,3.538157894736841946e-01,1.109210526315788786e-01,5.144736842105264440e-02,1.544736842105262353e-01,1.774999999999999911e-01,1.146052631578947517e-01,7.894736842105262720e-02,2.500000000000000000e-01,9.473684210526315264e-01,5.921052631578946901e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.184210526315789408e-01,5.263157894736841813e-02,8.947368421052631637e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.263157894736841813e-02,1.000000000000000000e+00
1.387912087912088754e-01,1.391408591408591633e-01,1.194725274725274122e+00,3.578421578421580457e-02,0.000000000000000000e+00,4.130269730269731654e-01,4.771228771228772786e-02,8.141858141858139553e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.346553446553447053e-01,6.351848151848136226e-01,2.269930069930069239e-01,1.465434565434565184e-01,3.817782217782220155e-01,2.806093906093903301e-01,2.302697302697304660e-01,5.394605394605394427e-02,2.307692307692307820e-01,1.000000000000000000e+00,2.047952047952047994e-01,0.000000000000000000e+00,1.038961038961039030e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.096903096903096814e-02,8.391608391608391948e-02,1.828171828171828162e-01,2.537462537462537582e-01,0.000000000000000000e+00,2.557442557442557440e-01,2.647352647352647081e-01,0.000000000000000000e+00,2.967032967032967039e-01,1.000000000000000000e+00
6.230065359477120479e-01,1.418300653594771477e-01,6.586274509803919930e-01,1.007843137254901822e-01,2.790849673202615566e-01,5.939869281045752070e-01,6.673202614379082631e-02,1.402810457516340037e+00,9.616339869281045338e-01,7.843790849673201171e-01,2.812418300653594105e-01,3.961437908496732718e-01,4.054901960784315085e-01,1.374509803921568907e-01,9.747058823529413107e-01,3.544444444444445619e-01,6.169934640522870689e-02,9.803921568627450844e-02,2.352941176470588203e-01,8.235294117647058432e-01,7.254901960784313486e-01,0.000000000000000000e+00,6.862745098039215730e-01,0.000000000000000000e+00,5.751633986928104125e-01,3.006535947712418166e-01,5.882352941176470784e-01,5.294117647058823595e-01,2.549019607843137081e-01,2.352941176470588203e-01,3.725490196078431460e-01,9.150326797385620325e-02,1.568627450980392135e-01,1.241830065359477153e-01,1.111111111111111049e-01,1.000000000000000000e+00
2.193416927899686508e-01,1.055015673981191254e-01,9.783228840125393067e-01,9.617554858934170003e-02,1.117241379310345284e-01,4.741065830721009622e-01,8.047021943573680336e-02,5.248589341692789789e-01,8.266457680250782758e-02,3.257210031347961277e-01,3.322257053291534090e-01,1.444451410658307511e+00,2.177899686520376465e-01,2.381347962382444894e-01,4.294984326018808640e-01,6.316144200626959693e-01,1.779937304075235871e-01,1.081504702194357320e-01,1.614420062695924862e-01,7.100313479623824309e-01,2.539184952978056353e-01,0.000000000000000000e+00,1.253918495297805594e-02,7.523510971786834256e-02,1.959247648902821271e-01,7.836990595611284527e-03,2.742946708463949723e-01,5.125391849529780108e-01,3.228840125391849725e-01,2.852664576802507734e-01,3.401253918495297790e-01,2.241379310344827624e-01,2.664576802507837017e-02,2.507836990595611049e-01,3.448275862068965747e-01,1.000000000000000000e+00
3.053333333333333455e-01,1.086666666666666753e-01,4.486666666666667136e-01,7.366666666666667196e-02,6.160000000000001030e-01,1.026666666666666700e-01,4.200000000000000261e-02,4.813333333333332797e-01,1.020999999999999908e+00,1.606999999999999984e+00,1.656666666666666565e-01,3.360000000000001319e-01,1.006666666666666404e-01,2.403333333333333433e-01,7.343333333333333934e-01,1.176666666666666555e-01,9.966666666666663954e-02,2.000000000000000111e-01,0.000000000000000000e+00,2.333333333333333370e-01,6.333333333333333037e-01,2.333333333333333370e-01,2.333333333333333370e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000056e-01,9.333333333333333481e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000111e-01,1.000000000000000000e+00
1.703523489932886048e-01,8.431208053691274795e-02,3.018456375838927119e-01,9.013422818791945457e-02,3.925167785234896511e-01,1.510067114093959460e-03,9.577181208053683892e-02,7.061073825503348944e-01,2.561577181208051779e-01,1.365822147651006846e+00,3.116778523489937558e-01,6.719295302013416071e-01,2.786577181208055864e-01,1.464597315436242386e-01,5.520302013422808685e-01,5.592617449664429863e-01,1.509395973154363801e-01,5.536912751677852684e-02,2.852348993288590373e-01,7.181208053691274795e-01,3.691275167785235123e-02,9.731543624161073658e-02,0.000000000000000000e+00,7.718120805369127480e-02,8.221476510067114718e-02,1.224832214765100707e-01,6.845637583892617561e-01,4.278523489932886115e-01,2.734899328859060619e-01,1.577181208053691219e-01,1.006711409395973089e-01,1.191275167785234845e-01,2.013422818791946178e-02,0.000000000000000000e+00,5.033557046979865446e-02,1.000000000000000000e+00
1.632743362831858280e-01,1.539380530973451788e-01,8.450442477876110026e-01,7.327433628318583136e-02,9.203539823008850818e-02,6.026106194690261653e-01,6.026548672566368892e-02,2.361061946902655029e-01,4.238938053097348613e-01,5.651769911504423982e-01,4.196460176991153035e-01,7.192035398230092191e-01,2.599999999999998423e-01,1.653097345132744089e-01,6.229646017699110860e-01,7.930973451327436585e-01,2.205752212389380240e-01,5.752212389380530894e-02,2.433628318584070693e-01,5.265486725663717227e-01,2.300884955752212357e-01,2.654867256637168105e-02,7.964601769911504314e-02,2.300884955752212357e-01,2.035398230088495686e-01,1.769911504424778736e-01,2.566371681415929307e-01,4.734513274336283328e-01,4.203539823008849430e-01,3.230088495575221264e-01,8.008849557522124130e-01,2.610619469026548845e-01,1.725663716814159199e-01,1.194690265486725717e-01,3.185840707964601726e-01,1.000000000000000000e+00
